Title,Domain,Datasets,GIT link
DC-UNet: Rethinking the U-Net Architecture with Dual Channel Efficient CNN for Medical Images Segmentation Edit social previewDC-UNet: Rethinking the U-Net Architecture with Dual Channel Efficient CNN for Medical Images Segmentation Edit social preview,"['MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']",[''],"['https://github.com/AngeLouCN/DC-UNet', 'https://github.com/Latterlig96/DCUnet']"
KiU-Net: Overcomplete Convolutional Architectures for Biomedical Image and Volumetric Segmentation Edit social previewKiU-Net: Overcomplete Convolutional Architectures for Biomedical Image and Volumetric Segmentation Edit social preview,"['VOLUMETRIC MEDICAL IMAGE SEGMENTATION', 'ULTRASOUND', 'MEDICAL IMAGE SEGMENTATION', 'BRAIN TUMOR SEGMENTATION', 'COMPUTED TOMOGRAPHY (CT)', 'LIVER SEGMENTATION', '3D MEDICAL IMAGING SEGMENTATION', 'SEMANTIC SEGMENTATION']","['', ' LiTS17 ', ' DRIVE ', ' LiTS ', ' RITE ', ' GlaS ', ' Brain US ']",['https://github.com/jeya-maria-jose/KiU-Net-pytorch']
Medical Transformer: Gated Axial-Attention for Medical Image Segmentation Edit social previewMedical Transformer: Gated Axial-Attention for Medical Image Segmentation Edit social preview,"['MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']","['', ' MoNuSeg ', ' GlaS ', ' Brain US ']",['https://github.com/jeya-maria-jose/Medical-Transformer']
TransUNet: Transformers Make Strong Encoders for Medical Image Segmentation Edit social previewTransUNet: Transformers Make Strong Encoders for Medical Image Segmentation Edit social preview,"['CARDIAC SEGMENTATION', 'MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']","['', ' MICCAI 2015 Multi-Atlas Abdomen Labeling Challenge ', ' ACDC ']","['https://github.com/The-AI-Summer/self-attention-cv', 'https://github.com/Beckschen/TransUNet']"
PraNet: Parallel Reverse Attention Network for Polyp Segmentation Edit social previewPraNet: Parallel Reverse Attention Network for Polyp Segmentation Edit social preview,"['CAMOUFLAGED OBJECT SEGMENTATION', 'MEDICAL IMAGE SEGMENTATION', 'CAMOUFLAGE SEGMENTATION']","['', ' Kvasir-SEG ', ' Kvasir ']",['https://github.com/DengPingFan/PraNet']
HyperDense-Net: A hyper-densely connected CNN for multi-modal image segmentation Edit social previewHyperDense-Net: A hyper-densely connected CNN for multi-modal image segmentation Edit social preview,"['BRAIN SEGMENTATION', 'REPRESENTATION LEARNING', 'MEDICAL IMAGE SEGMENTATION', 'IMAGE CLASSIFICATION', 'MULTI-MODAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']",[''],"['https://github.com/josedolz/HyperDenseNet', 'https://github.com/josedolz/HyperDenseNet_pytorch', 'https://github.com/black0017/MedicalZooPytorch']"
Multi-scale self-guided attention for medical image segmentation Edit social previewMulti-scale self-guided attention for medical image segmentation Edit social preview,"['ATTENTIVE SEGMENTATION NETWORKS', 'DEEP ATTENTION', 'MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']","['', ' BraTS 2018 ']",['https://github.com/sinAshish/Multi-Scale-Attention']
UNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation Edit social previewUNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation Edit social preview,"['MEDICAL IMAGE SEGMENTATION', 'COMPUTED TOMOGRAPHY (CT)', 'INSTANCE SEGMENTATION', 'ELECTRON MICROSCOPY', 'SEMANTIC SEGMENTATION']","['', ' Cell ', ' LIDC-IDRI ', ' BraTS 2013 ']","['https://github.com/MrGiovanni/Nested-UNet', 'https://github.com/frgfm/Holocron', 'https://github.com/albertsokol/pneumothorax-detection-unet', 'https://github.com/alexssanchez/unet-app-pucp', 'https://github.com/MrGiovanni/UNetPlusPlus']"
Bi-Directional ConvLSTM U-Net with Densley Connected Convolutions Edit social previewBi-Directional ConvLSTM U-Net with Densley Connected Convolutions Edit social preview,"['LESION SEGMENTATION', 'LUNG NODULE SEGMENTATION', 'MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']","['', ' DRIVE ', ' LUNA ']",['https://github.com/rezazad68/BCDU-Net']
ResUNet++: An Advanced Architecture for Medical Image Segmentation Edit social previewResUNet++: An Advanced Architecture for Medical Image Segmentation Edit social preview,"['MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']","['', ' Kvasir-SEG ', ' CVC-ClinicDB ', ' Kvasir ']","['https://github.com/DebeshJha/ResUNetplusplus', 'https://github.com/rishikksh20/ResUnet']"
DDANet: Dual Decoder Attention Network for Automatic Polyp Segmentation Edit social previewDDANet: Dual Decoder Attention Network for Automatic Polyp Segmentation Edit social preview,"['DECISION MAKING', 'MEDICAL IMAGE SEGMENTATION']","['', ' Kvasir-SEG ']",['https://github.com/nikhilroxtomar/DDANet']
Automatic Polyp Segmentation using U-Net-ResNet50 Edit social previewAutomatic Polyp Segmentation using U-Net-ResNet50 Edit social preview,['MEDICAL IMAGE SEGMENTATION'],[''],[]
All SMILES Variational Autoencoder Edit social previewAll SMILES Variational Autoencoder Edit social preview,"['REGRESSION', 'DRUG DISCOVERY']","['', ' ZINC ']",[]
Molecular Mechanics-Driven Graph Neural Network with Multiplex Graph for Molecular Structures Edit social previewMolecular Mechanics-Driven Graph Neural Network with Multiplex Graph for Molecular Structures Edit social preview,"['FORMATION ENERGY', 'DRUG DISCOVERY']",[''],['https://github.com/zetayue/MXMNet']
Learning Graph-Level Representation for Drug Discovery Edit social previewLearning Graph-Level Representation for Drug Discovery Edit social preview,"['REGRESSION', 'DRUG DISCOVERY']",[''],"['https://github.com/microljy/graph_level_drug_discovery', 'https://github.com/ZJULearning/graph_level_drug_discovery']"
TrimNet: learning molecular representation from triplet messages for biomedicine Edit social previewTrimNet: learning molecular representation from triplet messages for biomedicine Edit social preview,"['MOLECULAR PROPERTY PREDICTION', 'REPRESENTATION LEARNING', 'DRUG DISCOVERY']",[''],['https://github.com/yvquanli/TrimNet']
Optimal Transport Graph Neural Networks Edit social previewOptimal Transport Graph Neural Networks Edit social preview,"['GRAPH REGRESSION', 'MOLECULAR PROPERTY PREDICTION', 'DRUG DISCOVERY']",[''],"['https://github.com/benatorc/OTGNN', 'https://github.com/jbr-ai-labs/lipophilicity-prediction']"
Attention-based Multi-Input Deep Learning Architecture for Biological Activity Prediction: An Application in EGFR Inhibitors Edit social previewAttention-based Multi-Input Deep Learning Architecture for Biological Activity Prediction: An Application in EGFR Inhibitors Edit social preview,"['ACTIVITY PREDICTION', 'DRUG DISCOVERY']",[''],['https://github.com/lehgtrung/egfr-att']
Hierarchical Graph-to-Graph Translation for Molecules Edit social previewHierarchical Graph-to-Graph Translation for Molecules Edit social preview,"['GRAPH-TO-GRAPH TRANSLATION', 'DRUG DISCOVERY']","['', ' QED ']",['https://github.com/wengong-jin/hgraph2graph']
Oblique Decision Trees from Derivatives of ReLU Networks Edit social previewOblique Decision Trees from Derivatives of ReLU Networks Edit social preview,"['REGRESSION', 'DRUG DISCOVERY']","['', ' PDBBind ']",['https://github.com/guanghelee/iclr20-lcn']
D-UNet: a dimension-fusion U shape network for chronic stroke lesion segmentation Edit social previewD-UNet: a dimension-fusion U shape network for chronic stroke lesion segmentation Edit social preview,"['LESION SEGMENTATION', 'MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION', 'MEDICAL DIAGNOSIS']",[''],"['https://github.com/SZUHvern/D-UNet', 'https://github.com/SWKoreaBME/D-Unet_PyTorch']"
DoubleU-Net: A Deep Convolutional Neural Network for Medical Image Segmentation Edit social previewDoubleU-Net: A Deep Convolutional Neural Network for Medical Image Segmentation Edit social preview,"['LESION SEGMENTATION', 'MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']","['', ' ImageNet ', ' CVC-ClinicDB ', ' Kvasir-Instrument ', ' HAM10000 ', ' Kvasir-SEG ', ' Lesion Boundary Segmentation Dataset ']",['https://github.com/DebeshJha/2020-CBMS-DoubleU-Net']
A Novel Focal Tversky loss function with improved Attention U-Net for lesion segmentation Edit social previewA Novel Focal Tversky loss function with improved Attention U-Net for lesion segmentation Edit social preview,"['LESION SEGMENTATION', 'MEDICAL IMAGE SEGMENTATION', 'SEMANTIC SEGMENTATION']",[''],"['https://github.com/woans0104/project_review', 'https://github.com/nabsabraham/focal-tversky-unet', 'https://github.com/Jo-dsa/SemanticSeg', 'https://github.com/woans0104/sk_project']"
Automatic skin lesion segmentation with fully convolutional-deconvolutional networks Edit social previewAutomatic skin lesion segmentation with fully convolutional-deconvolutional networks Edit social preview,['LESION SEGMENTATION'],[''],['https://github.com/manideep2510/melanoma_segmentation']
Efficient Multi-Scale 3D CNN with Fully Connected CRF for Accurate Brain Lesion Segmentation Edit social previewEfficient Multi-Scale 3D CNN with Fully Connected CRF for Accurate Brain Lesion Segmentation Edit social preview,"['LESION SEGMENTATION', 'BRAIN LESION SEGMENTATION FROM MRI', 'MEDICAL IMAGE SEGMENTATION', 'BRAIN TUMOR SEGMENTATION', '3D MEDICAL IMAGING SEGMENTATION']","['', ' BraTS 2015 ']","['https://github.com/Kamnitsask/deepmedic', 'https://github.com/etjoa003/medical_imaging']"
"Learning Semantics-enriched Representation via Self-discovery, Self-classification, and Self-restoration Edit social previewLearning Semantics-enriched Representation via Self-discovery, Self-classification, and Self-restoration Edit social preview","['LUNG NODULE SEGMENTATION', 'TRANSFER LEARNING', 'REPRESENTATION LEARNING', 'BRAIN TUMOR SEGMENTATION', 'LIVER SEGMENTATION', 'SELF-SUPERVISED LEARNING', 'LUNG NODULE DETECTION']","['', ' ChestX-ray8 ', ' ChestX-ray14 ', ' BraTS 2013 ', ' LiTS ', ' LUNA ', ' LIDC-IDRI ', ' LUNA16 ']",['https://github.com/JLiangLab/SemanticGenesis']
3D MRI brain tumor segmentation using autoencoder regularization Edit social preview3D MRI brain tumor segmentation using autoencoder regularization Edit social preview,"['TUMOR SEGMENTATION', 'SEMANTIC SEGMENTATION', 'BRAIN TUMOR SEGMENTATION']","['', ' BraTS 2017 ', ' BraTS 2018 ']","['https://github.com/sinclairjang/3D-MRI-brain-tumor-segmentation-using-autoencoder-regularization', 'https://github.com/IE-group/conference_report', 'https://github.com/trungnhanuchiha/VAE_BRATS2018', 'https://github.com/FBehrad/Brats2018', 'https://github.com/black0017/MedicalZooPytorch', 'https://github.com/IAmSuyogJadhav/3d-mri-brain-tumor-segmentation-using-autoencoder-regularization']"
Brain Tumor Segmentation with Deep Neural Networks Edit social previewBrain Tumor Segmentation with Deep Neural Networks Edit social preview,"['TUMOR SEGMENTATION', 'MEDICAL IMAGE SEGMENTATION', 'BRAIN TUMOR SEGMENTATION']","['', ' BraTS 2015 ', ' BraTS 2013 ', ' BraTS 2014 ']","['https://github.com/naldeborgh7575/brain_segmentation', 'https://github.com/tobinthankachan1/exam1', 'https://github.com/RobinRajSB/Brain-Tumor-Segmentation-Using-CNN', 'https://github.com/IAmSuyogJadhav/Brainy', 'https://github.com/shalabh147/Brain-Tumor-Segmentation-and-Survival-Prediction-using-Deep-Neural-Networks', 'https://github.com/mnsv73/brain-tumour-segmentation', 'https://github.com/ajinas-ibrahim/brain_tumor', 'https://github.com/jadevaibhav/Brain-Tumor-Segmentation-using-Deep-Neural-networks', 'https://github.com/dijju/mri-cnn', 'https://github.com/AchintyaX/Brain_tumor_segmentation', 'https://github.com/peteraugustine/seg3']"
Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks Edit social previewAutomatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks Edit social preview,"['TUMOR SEGMENTATION', 'MEDICAL IMAGE SEGMENTATION', 'BRAIN TUMOR SEGMENTATION']","['', ' BraTS 2017 ', ' BraTS 2014 ']","['https://github.com/charan223/topology-conscious-networks', 'https://github.com/charan223/topology-aware-networks', 'https://github.com/Fabienne703/Data', 'https://github.com/taigw/brats18_docker', 'https://github.com/julianbertini/MSNet', 'https://github.com/charan223/Brain-Tumor-Segmentation-using-Topological-Loss', 'https://github.com/charan223/brain_tumor_topology']"
One-pass Multi-task Networks with Cross-task Guided Attention for Brain Tumor Segmentation Edit social previewOne-pass Multi-task Networks with Cross-task Guided Attention for Brain Tumor Segmentation Edit social preview,"['TUMOR SEGMENTATION', 'CURRICULUM LEARNING', 'MEDICAL IMAGE SEGMENTATION', 'BRAIN TUMOR SEGMENTATION', 'SEMANTIC SEGMENTATION']","['', ' BraTS 2017 ', ' BraTS 2013 ', ' BraTS 2015 ', ' BraTS 2018 ']",['https://github.com/chenhong-zhou/OM-Net']
CovidCTNet: An Open-Source Deep Learning Approach to Identify Covid-19 Using CT Image Edit social previewCovidCTNet: An Open-Source Deep Learning Approach to Identify Covid-19 Using CT Image Edit social preview,"['COMPUTED TOMOGRAPHY (CT)', 'COVID-19 IMAGE SEGMENTATION', 'TRANSFER LEARNING', 'COVID-19 DIAGNOSIS']",[''],['https://github.com/mohofar/CovidCtNet']
